,Unnamed: 0,User Id,Comment Id,Comment Text,Publish Date,Comment Length,sentiment,sent
216,216,6071406,17910373271871643,Happy new year to you both!,2023-12-30,27.0,0.6114,Positive
217,217,23828626250,18050979229534527,@mz_neesh probably in your brain,2023-12-30,32.0,0.0,Neutral
218,218,45670290449,18064717141476826,"“Cleave to one another.” 🙏🏾 Keep your marriage off of social media. Don’t allow these negative busy bodies to be in your ears. Social media is a cesspool of miserables, sadly. Pray together. Stay together. You’re such a young, beautiful, and successful young couple. My best to you both, always. ❤️❤️",2023-12-30,300.0,0.8625,Positive
219,219,45670290449,17991284924305842,@jowens ❤️❤️🙏🏾🙏🏾,2023-12-30,16.0,0.0,Neutral
220,220,14501229286,18218042755259111,"Awww, it's Mr and Mrs Biles! 😂",2023-12-30,30.0,0.4926,Positive
221,221,6941491878,18045786337566153,Belated Merry Christmas gorgeous couple! May y’all have many more …❤️❤️❤️❤️😍😍😍😍,2023-12-30,79.0,0.9628,Positive
222,222,227555948,18250374325224105,You all look Beautiful Together ❤️,2023-12-30,34.0,0.5994,Positive
223,223,369811358,17962409450565561,@theshandelier #FACTS,2023-12-29,21.0,0.0,Neutral
224,224,7406098373,17893857020949016,Merry Christmas to THE GREATEST ATHLETE in the world & her husband what’s his name!,2023-12-29,83.0,0.8666,Positive
225,225,2289596833,18045495190525274,@horace2884 🤦🏼‍♀️,2023-12-29,17.0,0.0,Neutral
226,226,40347877,18018805444984814,Wow it's some bitter people on here or maybe they're perfect so they can judge other people relationships because.....well they're perfect 😏,2023-12-29,140.0,0.8555,Positive
227,227,204270790,18012596311914885,Happy Holidays Simone and hubby ❤️💙,2023-12-29,35.0,0.8885,Positive
228,228,430000388,17994205049403910,No need to be upset. He just needed the spotlight for a minute. Since she’ll be gone next year to bring home another medal.,2023-12-29,123.0,-0.1779,Negative
229,229,3726494067,17915552360850163,Merry Christmas,2023-12-29,15.0,0.5423,Positive
230,230,36243045829,17960074583589282,@kadetroit67 exactly!! Jokes!,2023-12-29,29.0,0.4359,Positive
231,231,3491406438,18020239834821589,Wait...who's this guy? Hahahahaaa 🧡,2023-12-29,35.0,0.6369,Positive
232,232,3989186556,18117548632338428,Merry belated Christmas if there is such a thing!,2023-12-29,49.0,0.5848,Positive
233,233,8436397032,18001384985111335,@fratetrain2k i’m confused too,2023-12-30,30.0,-0.3182,Negative
234,234,491502245,18094009441378333,CP,2023-12-29,2.0,0.0,Neutral
235,235,3568310956,18022790545754637,Merry Christmas Simone Biles❤️,2023-12-29,30.0,0.5423,Positive
236,236,4340827611,18110214175346435,gelous husband!,2023-12-29,15.0,0.0,Neutral
237,237,5896946759,17869832670041561,"You better appreciate your ""catch"", Simone's worse half!",2023-12-29,56.0,0.4199,Positive
238,238,483926556,18011634968314369,He loves you Simone and you are beautiful and have it all. Don’t let miserable people affect your union. On behalf of the culture we are so proud of you!! Love ya! 😍🤗,2023-12-29,166.0,0.9651,Positive
239,239,7333423441,18032091904740925,You are an inspirational couple!,2023-12-29,32.0,0.5562,Positive
240,240,4534796427,18210090766272578,Let the love flow,2023-12-29,17.0,0.6369,Positive
241,241,4658407902,18404526910020117,@divafranca he would be having to say the same if he was asked about you. 😫,2023-12-29,75.0,-0.4404,Negative
242,242,383522390,18009500531165585,He probably says all of those things to his woman. Y'all don't need to hear it,2023-12-29,78.0,0.0,Neutral
243,243,383522390,17929162001801031,@train_like_alrice or n shtty relationships,2023-12-29,43.0,0.0,Neutral
244,244,383522390,18220205104265384,Damn I didn't know there were so many bitter. Females in this world,2023-12-29,67.0,-0.6983,Negative
245,245,4684145,17851145754087637,Who's that guy tho?,2023-12-29,19.0,0.0,Neutral
246,246,10058692,18010221119174247,Dump him,2023-12-29,8.0,-0.3818,Negative
247,247,276616088,18403505608022729,The fact that she left the comments on means that she can laugh at the ridiculousness of the internet. Glad to see some. Non flannel PJs,2023-12-29,136.0,0.6705,Positive
248,248,6052517182,17963398082563099,@seven19designs Crazy right? And you can tell the way she rolls her eyes and smiles that this isn't the first time they've discussed that.,2023-12-28,138.0,0.1779,Positive
249,249,401552683,18008522063000908,You’re the catch,2023-12-28,16.0,0.0,Neutral
250,250,295920943,18061233877488105,This is what our generation needs more representation of ❤️. A young couple who values marriage. I love to see it! #blacklove,2023-12-28,125.0,0.8016,Positive
251,251,177052845,18017389396841794,And then there’s ol single you. 🤣,2023-12-28,33.0,0.4939,Positive
252,252,177052845,17915287679848560,@rebekahjaee and here you are online with a link begging for donations. 🤣,2023-12-28,73.0,0.4939,Positive
253,253,145449129,17990258516528404,Y'all are mad disrespectful in these comments for no reason.  Let them remain happily married.,2023-12-28,94.0,-0.2023,Negative
254,254,7502314,18007990004273551,@miohmiy have you seen him play…. Hasn’t done much.,2023-12-28,51.0,0.0,Neutral
255,255,3566912937,18000140729144562,These comments are hilarious… 😂🤣😂🤣🤣😁,2023-12-28,36.0,0.9545,Positive
256,256,3566912937,18037299055633369,These comments are hilarious… 😂🤣😂🤣🤣😁,2023-12-28,36.0,0.9545,Positive
257,257,259618828,17965916429671436,Merry Christmas in terms of people being really left surprised.,2023-12-28,63.0,0.6887,Positive
258,258,224354857,17871700851024139,@theshandelier because you don't watch football duh you don't know majority of them,2023-12-28,83.0,0.0,Neutral
259,259,1047489744,18097975897349172,We just gonna call him Simone’s husband,2023-12-28,39.0,0.0,Neutral
260,260,1047489744,18002017739351819,@msglee51 I actually don’t 🤣,2023-12-28,28.0,0.4939,Positive
261,261,34951981520,18043644382599570,@thesarahpearl 😂😂😂,2023-12-28,18.0,0.8271,Positive
262,262,3527845687,18406245511012087,we should all make him a cute little plaque for winning the title Simone Biles husband!!!,2023-12-28,89.0,0.7913,Positive
263,263,1287174255,17948201900727600,"Merry Christmas Simone Biles & Simone Biles’ Husband, whose name we still don’t know 🎄",2023-12-28,86.0,0.5423,Positive
264,264,7987638004,18330088513099651,Simone biles don't listen to your crazy friends do not divorce your husband be happy because they not happy for you Don't get mad because he didn't know who you was You're happy now You're married your friends are haters,2023-12-28,220.0,0.8239,Positive
265,265,368684076,18405039778008990,@j.carlos.ramos 😂😂😂,2023-12-28,19.0,0.8271,Positive
266,266,3403413902,18051026971551195,Que lindos ....👏,2023-12-28,16.0,0.0,Neutral
267,267,1341675036,18038161375718911,Happy Holidays To  Simone. We here when you need us.❤️🖤💚 PS 🙏🏿🙏🏿 you don't have kids with him and have a prenup🙏🏿🙄❤️🖤💚,2023-12-28,118.0,0.9753,Positive
268,268,2527247238,18051404998531881,mr and mrs biles,2023-12-28,16.0,0.0,Neutral
269,269,419745672,18038798440626932,Merry Christmas to Mrs and Mr Simone Biles ❤️,2023-12-28,45.0,0.5423,Positive
271,271,8219328738,17907534884875369,@mrwevans the very idea of appealing to you makes me sick. Thank god.,2023-12-28,69.0,0.0772,Positive
272,272,246285074,17964977294677934,👏Ok nappy head,2023-12-28,14.0,0.0,Neutral
273,273,8219328738,17962473710691137,@mrwevans I’m black how is that an insult? You and your momma are both nappy heads. Lol. I signed a modeling contract last week. Also why are you so hurt that I don’t know Simone biles husband is? Lol.,2023-12-28,201.0,-0.5309,Negative
274,274,7881044934,18031874995688241,girl ya man acting a damn fool right now I love you but dont let him embarass you like this on national TV he got the nerve to be talkm bout how he the damn prize and how did you pull him like what,2023-12-28,197.0,0.802,Positive
275,275,7881044934,18006960725504181,Merry christmas to simone biles and simone biles husband 🤭,2023-12-28,58.0,0.7717,Positive
276,276,1238752630,18036300547653509,Holiday  Greetings to Mr And Mrs Biles,2023-12-28,38.0,0.6705,Positive
277,277,707523,18037017880640077,who dat dude she kissin?,2023-12-28,24.0,0.0,Neutral
278,278,50120868899,17872241582983563,@c_adupoku these comment just too hilarious 🤣🤣🤣🤣,2023-12-28,48.0,0.9382,Positive
279,279,1470741924,17888076341963745,"Merry Christmas Simone, a true American treasure",2023-12-28,48.0,0.8176,Positive
280,280,36243045829,18026964742866617,@kadetroit67 I agree! I listened to the entire podcast and was thinking this CAN'T be what everyone is up in arms about! It was simply playful conversation between the men that she took no offense to! Ridiculous,2023-12-28,211.0,0.6722,Positive
281,281,6183466649,18244647697241203,"All the hate really needs to stop tbh. Like I get that he made unfavorable comments to most, including me, but Simone B. is happy and so is Jonathan O. so all the hatred is baffling. You literally don’t know what time will tell. I pray y’all stay happy even in-spite of all the noise @jowens @simonebiles",2023-12-28,304.0,0.6729,Positive
282,282,53771799,18006628406193129,I don't know what has transpired for all this pettiness in the comments. The human race is truly disgusting.,2023-12-28,108.0,-0.128,Negative
283,283,3875596675,17920187186831505,I love the matching pjs!,2023-12-28,24.0,0.6696,Positive
284,284,8984524948,18044877763579867,@theshandelier he’s a packer football player,2023-12-28,44.0,0.0,Neutral
285,285,679581733,17902635830834613,Those cocktails look mad tasty. What’s the recipe? 😋,2023-12-28,52.0,-0.4939,Negative
286,286,4205132678,18028100905864832,@gladysestrellita well said,2023-12-28,27.0,0.2732,Positive
287,287,196002469,18039873367624046,Tell you’re unbothered without telling me you’re unbothered @simonebiles,2023-12-28,72.0,0.0,Neutral
288,288,482328107,17918389478763153,@pechuquilaurata god isn't real. Hope this helps!,2023-12-28,49.0,0.4563,Positive
289,289,210535455,17946102596641548,@rebekahjaee 🤣🤣🤣🤣,2023-12-28,17.0,0.9153,Positive
290,290,210535455,17942142458770248,Where’s his gift FOR YOU SIMONE 🤔,2023-12-28,33.0,0.4404,Positive
291,291,4138312759,18034951879660455,Yall gotta stop 🤣🤦‍♀️,2023-12-28,21.0,0.25,Positive
292,292,210535455,18295484059198460,"Ngl I didn’t know about him… but after that ✌🏾he is the catch✌🏾 comment, I don’t care about him ON PURPOSE 🤨",2023-12-28,108.0,0.9313,Positive
293,293,32644725,17894830691947465,It’s Simone Biles & Simone Biles’ husband!,2023-12-28,42.0,0.0,Neutral
294,294,4138312759,18004653803336204,@divafranca 🤣🤦‍♀️,2023-12-28,17.0,0.4939,Positive
295,295,3144821185,18020530687805269,"Merry Christmas to Simone Biles, 4 time gold winning Olympic gymnast!! and her husband",2023-12-28,86.0,0.8168,Positive
296,296,8434020460,17998274570168696,You’re the catch 🥇,2023-12-28,18.0,0.4767,Positive
297,297,298317933,18000127670359178,@theshandelier his name is Mr. Biles 😂,2023-12-28,38.0,0.4404,Positive
298,298,298317933,17909283665867388,@divafranca FACTS!,2023-12-28,18.0,0.0,Neutral
299,299,14747726637,17981007020458079,Beautiful,2023-12-28,9.0,0.5994,Positive
300,300,32283141331,17998345622371164,😍😍😍😍😍😍,2023-12-24,6.0,0.9517,Positive
301,301,7142011668,18205546588302898,@fayebetty3216 disrespectful.,2023-12-24,29.0,0.0,Neutral
302,302,32969955364,17987954972540935,Keep her in check playa. A make sure she says Mrs. Owens for now on,2023-12-26,67.0,0.3182,Positive
303,303,1418932249,18022933105761298,Bless 🥰,2023-12-28,7.0,0.8779,Positive
304,304,430000388,17904017375913580,@gooch_the_great 😂😂 that’s funny maybe when he gets some medals,2023-12-29,63.0,0.8271,Positive
305,305,8716064806,17870040366006082,Gorgeous❤👍🏾,2023-11-03,11.0,0.8481,Positive
306,306,5521002461,17873459846993651,😍😍😍😍,2023-11-04,4.0,0.9001,Positive
307,307,3401959397,18397546315063449,So cute….”just hangin out”..,2023-11-23,28.0,0.0,Neutral
308,308,3401959397,18049616428518483,Best picture ever!!❤️,2023-11-23,21.0,0.6988,Positive
309,309,5643711019,18299771782131650,Did she get married..still little girl to me,2023-12-01,44.0,0.0,Neutral
310,310,403509314,17849891319084951,❤️❤️❤️❤️❤️,2023-12-04,10.0,0.0,Neutral
311,311,3563818795,17967050447653745,❤️,2023-12-04,2.0,0.0,Neutral
312,312,3286399244,18019406077903303,@fayebetty3216  she’s definitely grown lol mid 20s no baby no more!,2023-12-05,67.0,0.6684,Positive
313,313,29862081,17960478680691820,"Its nit just a TV show picture,  its authentic,  which is what I love most about u 2 in 1😊🙏🏾💜",2023-12-21,93.0,0.9371,Positive
314,314,3605008057,18035311849656192,😍😍,2023-12-22,2.0,0.7184,Positive
315,315,30141713207,17979344636326470,❤️🫶🏼❤️,2023-10-08,6.0,0.0,Neutral
316,316,247192672,17873870255976090,Fico imaginando os filhos vão ser muito lindos 😍,2023-10-08,48.0,0.4588,Positive
317,317,8925086498,18073587859414364,😍😍😍😍,2023-10-13,4.0,0.9001,Positive
318,318,669408051,17899028294884317,Yall looking good together many blessings to the  both of you!!!😘😘😘,2023-10-17,67.0,0.9401,Positive
319,319,3989186556,18227252317300891,Black Excellence 🔥🔥🔥🔥,2023-10-18,21.0,-0.5423,Negative
320,320,273458057,17868780285006348,Absolutely Priceless 😍😍,2023-10-27,23.0,0.7414,Positive
321,321,30538356592,17937334214751653,Just cuteness ❤️❤️,2023-10-30,18.0,0.5106,Positive
322,322,4229860238,18207895945254859,🔥,2023-09-16,1.0,-0.34,Negative
323,323,6104343992,17984304041214099,🔥🔥🔥🔥🔥🔥,2023-09-20,6.0,-0.9081,Negative
324,324,10823293232,18385851859015351,❤️,2023-10-02,2.0,0.0,Neutral
325,325,6114885819,17997656366493470,Such a beautiful couple puts a smile on my face!!!❤️,2023-10-03,52.0,0.8061,Positive
326,326,1512643356,18039944098544051,🔥❤️,2023-10-06,3.0,-0.34,Negative
327,327,216050800,17970982037464249,"Bro, your children will be so beautiful 🥹🥹🥹",2023-10-07,43.0,0.7177,Positive
328,328,796286475,17976518243572839,"What a happy couple, love this!",2023-10-08,31.0,0.8478,Positive
329,329,301095978,17919473450786311,Perfect for each other ‼️,2023-08-28,25.0,0.5719,Positive
330,330,1177063808,17985326354359081,❤️,2023-08-28,2.0,0.0,Neutral
331,331,2903217615,18022643941654372,Belloooos ♥️,2023-09-01,12.0,0.6369,Positive
332,332,5830628840,18000030740305129,A perfect couple!,2023-09-03,17.0,0.6114,Positive
333,333,51021062163,18004188322843498,Gorgeous couple,2023-09-04,15.0,0.6124,Positive
334,334,6273251999,18012543241869745,Such a beautiful  couple.  God bless this marriage.  Cover them in your  blood.  In Jesus name amen,2023-09-04,99.0,0.8316,Positive
335,335,48539071274,18286541380112669,So cute !!!!!,2023-06-16,13.0,0.6663,Positive
336,336,48539071274,17980687028506940,@thefliphubb the kids would be beautiful,2023-06-16,40.0,0.5994,Positive
337,337,53618333384,17893787774826000,💖,2023-06-17,1.0,0.7506,Positive
338,338,3294648456,17983689296497636,😍,2023-06-22,1.0,0.4588,Positive
339,339,416636984,17863712798933050,🥰🥰🥰🥰🥰🥰,2023-07-14,6.0,0.9927,Positive
340,340,50232033132,17903525939749074,The best ❤️♥️🔥,2023-07-25,14.0,0.7906,Positive
341,341,186649137,18025853461593334,Mannnn... you bet not mess over dis girl. Bcuz Y'ALL love is BEAUTIFUL 😍,2023-08-06,72.0,0.9318,Positive
342,342,2051331203,17887080071828150,perfection ❣❣,2023-08-09,13.0,0.9201,Positive
343,343,49317095,18048736522439125,❤️🙌 you two are magical🙌❤️,2023-05-18,26.0,0.0,Neutral
344,344,898883078,18035684110488729,Lindos😍😍,2023-05-20,8.0,0.7184,Positive
345,345,7732169644,17956949678388218,Lindooooos 👏👏👏👏👏👏❤️🔥🙌,2023-05-20,21.0,-0.34,Negative
346,346,186499464,17880257561859843,Congratulations ❤️🔥,2023-05-21,19.0,0.3612,Positive
347,347,32768722,18021895567556414,😍❤️😍,2023-05-22,4.0,0.7184,Positive
348,348,1131716035,17993145052945496,Y’all so cute 🥰 together ❤️,2023-05-29,27.0,0.8973,Positive
349,349,1493124088,17994153379939777,🔥❤️🔥,2023-05-29,4.0,-0.5859,Negative
350,350,176691722,17847959504990473,So happy for the two of you,2023-05-30,27.0,0.6115,Positive
351,351,8723592119,18018249016549861,🔥😍,2023-06-12,2.0,0.1531,Positive
352,352,1913733544,18271674922122530,God’s blessings on your life today and always! Beautiful couple,2023-06-16,63.0,0.8268,Positive
353,353,1437989870,17870373368908769,"The Owenses, are a beautiful couple ❤️❤️🙌🙌🙌🔥🔥🔥👏👏",2023-05-08,48.0,-0.3182,Negative
354,354,899512942,17975761931481928,Congrats and much love to you two❤️❤️,2023-05-08,37.0,0.8225,Positive
355,355,2024562872,17993064016903662,This is love❤️ I pray God  covers this love and you are led by God🙏🙏I pray for many years of joy and happiness,2023-05-08,110.0,0.9738,Positive
356,356,184676886,17862098990933571,❤️😍🙌👏,2023-05-08,5.0,0.4588,Positive
357,357,14540662,17900654891714367,Cutest ever! Congratulations 🎊🎉🎈,2023-05-08,32.0,0.8932,Positive
358,358,5393395801,17885994806834351,You guys are adorable ❤️❤️❤️,2023-05-09,28.0,0.4939,Positive
359,359,184609636,18010742299567180,I love these 2 ❤️❤️❤️,2023-05-10,21.0,0.6369,Positive
360,360,241156020,17970966785344255,Absolutely Beautiful Couple. I'm so happy for them❤️👏🏾,2023-05-10,54.0,0.8731,Positive
361,361,6094478703,18016925800576086,🔥🔥🔥,2023-05-10,3.0,-0.7351,Negative
362,362,1350492246,18000267436698379,🤍,2023-05-11,1.0,0.0,Neutral
363,363,237412753,17844809711989257,I just love you two. You have a beautiful love story. Beautiful wedding pictures. Such a lovely couple. Wishing you both nothing but the best. 🙏🏼🙏🏼💕,2023-05-12,148.0,0.9238,Positive
364,364,24478958,18025443502477279,Beautiful,2023-05-12,9.0,0.5994,Positive
365,365,231954684,18046887802435140,I love ya ❤️,2023-05-14,12.0,0.6369,Positive
366,366,48210098856,17955729539543864,Congratulations your wedding was amazing,2023-05-14,40.0,0.8271,Positive
367,367,354180346,18191211889254070,"Her eye shape, and his dimples!! If they have kids..sheesh!!! 🔥👏 they seem like such genuine people too 😍",2023-05-14,105.0,0.6449,Positive
368,368,1545779733,17956234559392224,Congratulations,2023-05-15,15.0,0.5994,Positive
369,369,1463825506,17978892455179955,You 2 are just sooo cute!! There is no denying the love between you both! I wish you both nothing but love and happiness!!,2023-05-16,122.0,0.8168,Positive
370,370,5680836454,18186100699255795,Such a beautiful couple❤️,2023-04-25,25.0,0.5994,Positive
371,371,33697591,17945486594621014,Congratulations 🎉🎊,2023-04-25,18.0,0.765,Positive
372,372,9197342142,18184979179262097,Congratulations,2023-04-26,15.0,0.5994,Positive
373,373,2537602850,18292766410096258,Awwwwwww,2023-04-26,8.0,0.0,Neutral
374,374,50869376,17986381154051737,❤️❤️❤️,2023-04-26,6.0,0.0,Neutral
375,375,3202237988,17999971078753656,I love you so much and these jeans! What brand?,2023-04-28,47.0,0.6696,Positive
376,376,49972546068,18003924352670519,"🙌🏽Congratulations Mr & Mrs Owens. I am very grateful for your union before God! Both of you deserve every blessing God has for you! 

Now I need to say something that desperately needs to be addressed. I heard about this beautiful union that you made before God; but I’m sorry to say it wasn’t very nice things that women (correction so called women) were saying. Some of you were more focused on Simone’s hair (which looked very good to me and I’m pretty sure to her husband also) But rather than seeing HAPPINESS in her eyes that is truly displays when she looks into his eyes. LORD, please help us women uplift each other. Because we are way to focused on criticism instead of encouragement. You’ll can criticize Simone’s hairstyle all you want but you should be looking at the LOVE that is displayed in every photograph that was taken. For me personally I don’t see anything wrong with her hair. I am more focused on how happy she is every time she looks into her husband’s eyes, that’s what REAL women want for their daughters. 
I would give ANYTHING to see my daughter dote over her FOREVER partner like this. But I will NEVER have that opportunity because she’s incarcerated and probably will be for the rest of her life.🙏🏽🙏🏽🙏🏽

You see my daughter did the unthinkable, she killed her only child, my handsome 6 year son grandson. (her only child) You see my only daughter Da’Neicha, suffered with low self-esteem, depression and high anxiety, she was ridiculed, teased, harassed and tormented repeatedly in Cleveland, Ohio over & over again because of her hair, clothes or whatever the joke of the day was. Afterwards there were so many comments on Social Media. Women we need to start encouraging one another instead of discouraging each other. I mean really there should have been NO negativity on Social Media concerning this beautiful union anywhere. Congratulations again King & Queen.🙏🏽💙💜🤦🏽‍♀️",2023-04-28,1906.0,0.9965,Positive
377,377,179389112,17911563254666129,@gigiiiaaaa @bergleee they remind me of you two 💛 beautiful couples,2023-05-03,67.0,0.8442,Positive
378,378,177879936,17954103749430604,Congratulations!!!,2023-05-03,18.0,0.6981,Positive
379,379,1559451855,17986487917888198,Congrats! Beautiful Couple🙏🏽❤️✨️,2023-05-04,32.0,0.8221,Positive
380,380,309438251,17893871114747067,❤️,2023-05-04,2.0,0.0,Neutral
381,381,6693547304,17895714299729068,I’m so happy for u omg,2023-04-23,22.0,0.6115,Positive
382,382,372118306,18186502975248604,Cuties 🫶,2023-04-23,8.0,0.4939,Positive
383,383,53086768865,18024648568512722,I’m waiting for you to have a baby.,2023-04-23,35.0,0.0,Neutral
384,384,2912013052,18082388497342329,So beautiful 💕💕,2023-04-23,15.0,0.9332,Positive
385,385,3960801784,18078141358358543,The future Owners 🙌. Congrats to you both 👏 🙌 😀! This is so cool! Everything looks like a big fun cloud! 😍,2023-04-23,106.0,0.9556,Positive
386,386,3960801784,18005571802648336,Congrats to the happy couple! 🙌❤️,2023-04-23,33.0,0.8122,Positive
387,387,1903431686,17991061597910874,You guys are so cute together.,2023-04-23,30.0,0.5949,Positive
388,388,49016922673,18012955015605730,Simone Biles will you come to Illinois and see calen Keller I will tell you her address if you say yes. she loves you a lot she idols you she's a gymnast and she's litterly  the best.,2023-04-23,183.0,0.891,Positive
389,389,49016922673,17990077297932772,And you too are so good togtger,2023-04-23,31.0,0.5777,Positive
390,390,1246201305,17985721757054534,"Beautiful Couple, Congratulations to them Mr. & Mrs. Owens ❤️",2023-04-23,61.0,0.8316,Positive
391,391,7745905356,17998328662763313,Cutest couple💕,2023-04-23,14.0,0.8442,Positive
392,392,190728382,18205941073244037,Cute couple. Black love ❤️,2023-04-23,26.0,0.802,Positive
393,393,5601996974,17934507254551623,Beautiful blk love it 🥰 😍😍😍😍,2023-04-23,28.0,0.9806,Positive
394,394,334646111,17961449024296709,😍😍😍😍😍😍,2023-04-23,6.0,0.9517,Positive
395,395,23232585028,18282896536143021,He loves him some her!❤️❤️🎉💖💯,2023-04-24,29.0,0.92,Positive
396,396,609530117,18018131068504296,Beautiful 😍 photo 🔥❤️,2023-04-24,21.0,0.6705,Positive
397,397,23355056294,17858287430942772,@thefliphubb or how attractive they will be!,2023-04-25,44.0,0.4926,Positive
398,398,1669231317,17911137176729977,❤️❤️,2023-04-11,4.0,0.0,Neutral
399,399,2263632128,18244513288091394,Gonna be so weird to call you Simone Owens from now on 😢 but I love it so glad you’re happy ❤️❤️❤️,2023-04-14,98.0,0.9434,Positive
400,400,1553698148,18010921019508022,He crying so she clearly is the prize,2023-12-26,37.0,0.4902,Positive
401,401,35161965405,18005728715262154,mr and mrs. simon biles!!!,2023-12-27,26.0,0.0,Neutral
402,402,45543567616,18092527537385265,@_angelinadmoran 😂😂😂😂,2023-12-27,21.0,0.891,Positive
403,403,19457200880,18031058191741983,@abigail_david_holistic_health and your response is to leave it on her wedding photos? 🚮,2023-12-28,88.0,-0.0516,Negative
404,404,29929218,18016069598006146,You deserve to be happy. You have worked hard. Enjoy l. I hope we are all wrong about him.i really hope we are wrong.,2023-12-28,117.0,0.7501,Positive
405,405,468145423,18303753565123216,@abigail_david_holistic_health who gives a damn,2023-12-31,47.0,-0.4019,Negative
406,406,4997697973,18013387229101707,@jayyai2 and I didn't ask for yours.... so I guess we even 😂😂😂😂😂😂😂,2024-01-01,66.0,0.9601,Positive
407,407,5902377940,18297531256178096,@abigail_david_holistic_health enjoy your misery darling,2024-01-01,56.0,0.5106,Positive
408,408,3921741004,17867503331998080,Y'all are beautiful 😍,2023-12-24,21.0,0.7845,Positive
409,409,3445979735,18030862873696219,Girl no😭😭😭😭😭😭,2023-12-24,13.0,-0.9342,Negative
410,410,34232245459,18093443662386967,Leave him,2023-12-26,9.0,-0.0516,Negative
411,411,5902377940,18053499091523230,"@abigail_david_holistic_health well they didn’t ask for your opinion, so…",2023-12-23,73.0,0.2732,Positive
412,412,486790571,17936070929681835,@jayyai2 right,2023-12-23,14.0,0.0,Neutral
413,413,32283141331,17908333301871185,Congratulations to the both of you❤️❤️❤️❤️❤️,2023-12-24,44.0,0.5994,Positive
414,414,51441407,18039793546609846,🫶🏼🫶🏼🫶🏼🫶🏼🫶🏼 omg so happy for u,2023-12-03,29.0,0.6948,Positive
415,415,346546342,18019354585796304,❤️❤️❤️❤️👏👏,2023-12-12,10.0,0.0,Neutral
416,416,346546342,18402188914056492,❤️❤️❤️❤️❤️🇮🇱🇮🇱,2023-12-12,14.0,0.0,Neutral
417,417,201465291,18022394533880174,@kenya PRICELESS not to mention how super fine he is ❤️🙏🏾✨🎉🎉🎉,2023-12-15,61.0,0.9337,Positive
418,418,25008899980,18249119230230261,Yall jumped the broom 👏👏👏❤️,2023-12-22,27.0,0.0,Neutral
419,419,222265729,18067483672459390,Beautiful couple 😍,2023-12-22,18.0,0.7845,Positive
420,420,4997697973,17984873924354343,I LOVED this until I saw this man's interview....noway,2023-12-22,54.0,0.6841,Positive
421,421,3194757017,18030643843742489,Haters keep hating,2023-12-22,18.0,-0.7579,Negative
422,422,183905518,17991197837460440,The look on his face is just 😍😍,2023-10-31,31.0,0.7184,Positive
423,423,1264994652,18030993040650478,Awe… he loves her so much❤️,2023-11-03,27.0,0.5719,Positive
424,424,473912116,18031303567648212,Maddison says congratulations 😍😘🥰💏💖💕,2023-11-10,36.0,0.9842,Positive
425,425,204067943,18002466908217067,The l👀k of LOVE!! ❤️,2023-12-02,20.0,0.8597,Positive
426,426,45049428570,17964224675640276,Congratulations!🤗,2023-10-10,17.0,0.7901,Positive
427,427,3957807359,18294511357135302,🌹🌹,2023-10-11,2.0,0.0,Neutral
428,428,815659406,18103550086349472,WOW! CONGRATS SIMONE & MR. SIMONE!,2023-10-12,34.0,0.882,Positive
429,429,309555428,17984110448275861,Conto de fadas real,2023-10-13,19.0,0.0,Neutral
430,430,2311341370,17975332913391183,@roundtreeheather,2023-10-20,17.0,0.0,Neutral
431,431,3968483514,18317980111100635,Congrats! 😁🙋🏻‍♀️❤️💕,2023-10-21,19.0,0.9348,Positive
432,432,184714527,17881874963955456,His face 😢he was so shock you looked beautiful,2023-10-22,46.0,-0.3749,Negative
433,433,3218851928,18012326695971108,Beautiful! Congrats to you both.,2023-10-22,32.0,0.8221,Positive
434,434,61947567324,18023204569661899,You look stunning ❤️❤️❤️,2023-09-15,24.0,0.3818,Positive
435,435,4229860238,17894305472870756,🔥,2023-09-16,1.0,-0.34,Negative
436,436,48850500498,17860282455010817,Congratulations 🎉🍾🎈🎊,2023-09-17,20.0,0.765,Positive
437,437,6104343992,17954405273658166,❤️❤️❤️❤️,2023-09-20,8.0,0.0,Neutral
438,438,175582541,18018424558773273,@kenya look at her face.,2023-09-22,24.0,0.0,Neutral
439,439,16802918153,17961323318641590,Absolutely stunning! Congratulations!!,2023-10-01,38.0,0.838,Positive
440,440,5874601116,17929578029769299,Sheer perfection❣️ I’m so happy for you both. 🙏🏻🥰💕,2023-10-02,50.0,0.9782,Positive
441,441,45940898515,17948782883686998,Most perfect bride.!❤️🥹,2023-10-06,23.0,0.6468,Positive
442,442,668067916,18036888988572550,Congratulations❤️❤️,2023-10-06,19.0,0.5994,Positive
443,443,719699257,17994708623470642,😍😍😍,2023-10-07,3.0,0.8402,Positive
444,444,12592627,17998343444017831,❤️❤️❤️👏👏👏,2023-10-08,9.0,0.0,Neutral
445,445,12592627,17874924587975243,10/10,2023-10-08,5.0,0.0,Neutral
446,446,143898540,18048555511442482,Congratulations 🍾,2023-08-27,17.0,0.5994,Positive
447,447,35406814827,17954693807649869,🔥🔥🔥❤️,2023-09-01,5.0,-0.7351,Negative
448,448,31490538438,18031999261569443,PERFECTION!!!!!!! OUTSTANDING COUPLE OF THE CENTURY!!!!,2023-09-02,55.0,0.871,Positive
449,449,1588891614,18015676831811217,🫶🏻,2023-09-03,2.0,0.0,Neutral
450,450,1588891614,17968052051444428,✨✨,2023-09-03,2.0,0.5574,Positive
