,Unnamed: 0,User Id,Comment Id,Comment Text,Publish Date,Comment Length,sentiment,sent
64,64,48337258528,18296599981182967,Please know who you are married to,2023-12-31,34.0,0.3182,Positive
65,65,48337258528,18041710717610851,Like @zacefron knew who tf she was and not you?,2023-12-31,47.0,0.3612,Positive
66,66,1512127071,17995629971200981,@stevierich86 💯💯💯💯,2023-12-31,18.0,0.0,Neutral
67,67,49096461,18026461660852825,Go Pack Go 💚💛,2023-12-31,13.0,0.8555,Positive
68,68,4618223954,18076152352439522,@thedarkandlovely1 out of my league? Sorry not sorry I do not talk to women who wear wigs/weaves. By the look of your thumbnail that's a whole lot of yak number 9. Stay mad. Stay hating. Peace.,2023-12-31,193.0,-0.4172,Negative
69,69,4618223954,18292431265197037,@thedarkandlovely1 yak number 9 is what you got on your head. You women have an inflated ego of self.  The man controls access to marriage and they ain't marrying you females.,2023-12-31,175.0,0.0772,Positive
70,70,1995681607,17983154819437834,Yeah JO!!,2023-12-31,9.0,0.4184,Positive
71,71,4618223954,17999772548367426,@thedarkandlovely1 you know what yak number 9 is stop lying. See the thing is women like you think they are more valuable then you actually are. That's why some many of you are lonely and stressed out and not fit for marriage. Just straight up annoying is what most of you are. Talk too much.,2024-01-01,292.0,-0.7365,Negative
72,72,1456150699,18006121202236032,"Y’all stay unbothered, these haters just want to see black love fail",2024-01-01,68.0,-0.296,Negative
73,73,4618223954,17929564721716428,"@thedarkandlovely1 the fact that you even responded the way you did in the first place tells me that you are not a happy or pleasant person. You keep trying to convince me you are happy but I do not think that is the case and you are fooling yourself. You are not even mature enough to have a healthy relationship. You are bitter,  you are selfish, and you are not as valuable as you believe. You are a modern women, that men run away from. And that yak number 9 looks foolish. I can tell you suck the air out of every room you walk into",2024-01-01,537.0,-0.9533,Negative
74,74,4618223954,18036584470657865,@elizabethvtemple wasn't talking about that kind of flamingo and even if I was I was not being literal. Also you have some nerve calling someone mid at best.,2024-01-01,157.0,0.6369,Positive
75,75,4618223954,18013134298910947,"@thedarkandlovely1 seek you out? Nah you are not my type at all. I like good looking women and women who are not annoying which you are. You are right, I am celibate against 2 out of 10 women which you are. What do fighter jets have to do with anything?  You are just saying random things. What's with all the emojis? Are you a child?",2024-01-01,334.0,0.8324,Positive
76,76,54660718644,17888831162964136,@kyliebookerr right,2024-01-01,19.0,0.0,Neutral
77,77,41418090188,18021281506929816,You were undrafted 😂😂😂😂 she’s an Olympian. Know your role!,2024-01-01,58.0,0.8977,Positive
78,78,234269822,18029984440775593,"@tornsolace well what kind of flamingo were you talking about? I’ve only ever seen pink ones. I think they’re gray when they’re born, though. If I were you, I would’ve gone with peacock for a metaphor. But you gave it your best and that’s what counts ☺️",2024-01-01,253.0,0.9072,Positive
79,79,55026199761,18076241266436418,"@kyliebookerr yes he had too,fam idiot!Do not come for them others wise I will come for you.This is real love and  not fake.",2024-01-01,124.0,0.916,Positive
80,80,55026199761,18055201786518348,"@idontknowshadae How come you all did not defend her everyone was attacking her when she had to pull out of the olympic, to take care of herself, instead of killing herself?This man stood by her through her hurt and pain.",2024-01-01,221.0,-0.8979,Negative
81,81,48646516424,18301220140124883,@peterda_great barely,2024-01-02,21.0,0.0,Neutral
82,82,48646516424,18015776315053917,staple your mouth. comments still on bc you tryna make a statement,2024-01-02,66.0,0.0,Neutral
83,83,3404172101,17986516175611986,She got 7 mil followers and you have 400 K … you are NOT the catch 🤣,2024-01-02,68.0,0.4939,Positive
84,84,44987437646,18305640238134797,@dablife42o bro there's like 200+ safetys get off of his dick,2024-01-02,61.0,-0.2023,Negative
85,85,31585439279,18406903102060021,@simonebiles stand up pookie,2024-01-02,28.0,0.0,Neutral
86,86,6865632252,17983912487559560,@shanboodram SHA-BOOM 💣,2024-01-02,23.0,-0.4939,Negative
87,87,6865632252,18021678430811639,@titania_queschelle Raggedy mouth????? WTF is wrong with you??,2024-01-02,62.0,-0.8622,Negative
88,88,61205433024,18249513043169075,When’s she leaving you?,2024-01-02,23.0,0.0,Neutral
89,89,8042172138,18012000695127825,….🌚ok,2024-01-03,5.0,0.0,Neutral
90,90,8042172138,18005580797215528,I don’t understand why YOU would be that one that’s bothered😀,2024-01-03,61.0,0.0516,Positive
91,91,1300000539,17935849172691008,@grlz19 I’m sure he’s crushed by that.  Move on.,2024-01-03,48.0,-0.128,Negative
92,92,490568275,17996607314522681,@jjamieholtt fr,2024-01-03,15.0,0.0,Neutral
93,93,279360472,18301151002122486,"@mfb1965 miserable people are always going to try to spread misery. Don’t waste your energy. I already won, I wear nothing but my huge ‘raggedy’ smile which again, has never slowed my rise or hindered my confidence. They WISH they were me.",2024-01-03,239.0,0.8575,Positive
94,94,236447151,18044739802582447,@animeanima0 … Jonathan clearly isn’t your husband.  Simone is obviously ok with what he said & the trajectory of their relationship led to what appears to be a happy marriage.  We don’t know & more importantly it’s not our business! What you eat doesn’t make Simone s**t & vice versa so worry about your own husband.,2024-01-03,317.0,0.7746,Positive
95,95,236447151,18404973595060645,Simone is ok with it why aren’t you?,2024-01-03,36.0,0.296,Positive
96,96,236447151,18067677697464341,What does your husband call himself? Oh that’s right you probably don’t have one that’s why you have so much time to worry about Simone’s husband.,2024-01-03,146.0,-0.4404,Negative
97,97,58162611032,18012235370108242,@ajz_nrt all of that doesn’t mean Jack shit if the man isn’t loyal try again,2023-12-28,76.0,-0.128,Negative
98,98,999297170,18023243962908872,@simonebiles Girl. You cannot be forreal. Please get your eyes checked so you can see the never ending red flags,2023-12-28,112.0,-0.2411,Negative
99,99,47299232276,18407470666009577,"Ok, Mr Biles",2023-12-28,12.0,0.0,Neutral
101,101,60382875404,18044798941579473,@w8inaina the comments 😭,2024-01-06,24.0,-0.4767,Negative
102,102,1206249880,18296288428147358,@sunshinetash3 he can’t make a tackle either,2024-01-06,44.0,0.0,Neutral
103,103,1431332088,18034437202707602,I don’t know you guys personally but I love how you have handled the criticism! These people act like they know you personally!! 😂 #teamowens,2024-01-07,141.0,0.8985,Positive
104,104,5963173,18022956949928258,The GOAT spending the holidays giving to charity I love to see it,2024-01-07,65.0,0.9001,Positive
105,105,460104055,17858379333086672,Merry Christmas @jowens and @simonebiles  you two keep going don’t listen to the haters. Many of us love you BOTH,2024-01-07,113.0,0.6705,Positive
106,106,64156156455,17862719097070382,@aamcconkey Amen🙏,2024-01-08,17.0,0.0,Neutral
107,107,64156156455,18067202575464673,😍😍😍😍❤️,2024-01-08,6.0,0.9001,Positive
108,108,9764061640,18001975835462090,@vile.21 an NFL player. And why are you asking? You obviously searched his name up just to comment this 💀,2024-01-08,105.0,0.0,Neutral
109,109,9764061640,18005521496059162,@krownkae bro is in the NFL stop trying to discredit them and let them be happy.,2024-01-08,80.0,0.3612,Positive
110,110,9764061640,18009715415491952,@lmc81415 you’re obviously a fan if you took time out of your day to do all of that 😭,2024-01-08,85.0,-0.2023,Negative
111,111,6775648794,18001343843367821,"@carlosacosta1215 no honey, Simon tagged him that’s how I ended up here, thanks for the info I had no idea 😘",2024-01-08,108.0,0.3182,Positive
112,112,22989672307,18036346207678417,@carlosacosta1215 him being in the nfl means nothing 😂. I’m only discrediting ole dude but Alr bud,2024-01-08,98.0,0.4084,Positive
113,113,14225724,17993663249279111,This dude dogged his wife out on the internet and she’s just trying to save face. Shameful.,2024-01-08,91.0,0.0,Neutral
114,114,9764061640,18021940789804414,@krownkae that’s the stupidest thing anyone could say 💀 bro do you know how hard it is to even be looked at by an NFL scout. And yes you’re discrediting both of them. Ik damn well I would be pissed off id someone was talking about my wife like that so be more respectful pls.,2024-01-08,275.0,-0.0683,Negative
115,115,9764061640,18105111946366295,@vile.21 why are people mad that he didn’t know who she was at first? I don’t get it I mean they seem to be happy as of right now,2024-01-08,129.0,0.128,Positive
116,116,46013000364,18046807948573331,@andreaarubio Take the 10lbs of makeup off then talk🙏,2024-01-08,53.0,0.0,Neutral
117,117,49267014521,18113947753349586,Omg he knows the GOAT,2024-01-09,21.0,0.0,Neutral
118,118,62916628002,17987422865554939,He's cheating anyway 🫣😆🙃,2024-01-11,24.0,-0.2732,Negative
119,119,7076123781,17976236537506426,What a jerk. I hope the Packers lose in the playoff bud,2024-01-11,55.0,-0.296,Negative
120,120,7076123781,18022482562927259,@big_mikeuk he made his bed,2024-01-11,27.0,0.0,Neutral
121,121,53575512513,18032427286631339,@andreaarubio baby if you mad just say that,2024-01-11,43.0,-0.4939,Negative
122,122,53575512513,17942688431772749,@andreaarubio don’t hate the game hate the play becky,2024-01-11,53.0,-0.7184,Negative
123,123,53575512513,18172513447293929,@andreaarubio looks like you got a man to yourself so stay that way,2024-01-11,67.0,0.3612,Positive
124,124,1997447550,17851757670093010,@mollystahovec and she recognizes him as her husband. Who are you?,2024-01-12,66.0,0.0,Neutral
125,125,283181140,18018318935080472,"So this is Simone Biles husband? Mr. Biles, my wife is the GOAT?",2024-01-12,64.0,0.0,Neutral
126,126,1327126447,17864494404066831,Simone biles and her husband Respect that Young man ❤️,2024-01-13,54.0,0.4767,Positive
127,127,4768476889,18252213868236373,Some of yall bitter people need Jesus.,2024-01-13,38.0,-0.4215,Negative
128,128,48671408375,17886814238924709,@vile.21 what u got against him,2024-01-14,31.0,0.0,Neutral
129,129,63559485495,18306529738192186,@andreaarubio ur like a six💀,2024-01-14,28.0,0.3612,Positive
130,130,63559485495,17986952321365257,@mickaeladawn ur a 6💀,2024-01-14,21.0,0.0,Neutral
131,131,63559485495,18126508756323518,@_avalorraine_ got more going then you ever will that’s for sure,2024-01-14,64.0,0.3182,Positive
132,132,63559485495,18045220351591621,@lmc81415 ur a 6,2024-01-14,16.0,0.0,Neutral
133,133,3961462029,17877804528010643,@tomb_oy627 are you trying to rate me? Hahaha like your fucking number means shit to me ya little b**** hahaha 😂,2024-01-14,112.0,0.8422,Positive
134,134,3961462029,18410792323008204,@tomb_oy627 hiding like a scary little kid 😂😂😂,2024-01-14,46.0,0.7003,Positive
135,135,9970876670,17859019893076353,🤗🥰🤗,2024-01-14,3.0,0.9169,Positive
